http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		49		obmerged:FOODON	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		55		obmerged:MONDO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:DUO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		http://www.bioassayontology.org/merged/PNO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:CL	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:OMRSE	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:MP	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		440		obmerged:ENVO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		83		obmerged:AGRO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		4		obmerged:OBIB	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:IDO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		60		obmerged:ECOCORE	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:PLANP	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		17		obmerged:PECO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		5		obmerged:DPO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		5		obmerged:OMIABIS	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		26		obmerged:OVAE	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:PR	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		933		obmerged:VO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:VICO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:FLU	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		10		obmerged:BCGO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		5		obmerged:PCO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:CARO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:CHEMINF	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:IAO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:AERO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:DIDEO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		3		http://purl.unep.org/sdg/merged/SDGIO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:BCO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		http://purl.obofoundry.org/obo/iao/d-acts.owl	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:ODNAE	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		39		obmerged:CLO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		3		obmerged:OAE	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1721		http://www.ebi.ac.uk/efo/	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		68		obmerged:OHMI	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:RO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:PPO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		8		obmerged:ECO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		10		obmerged:TO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		11		obmerged:OBI	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		8		obmerged:ONTONEO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:HTN	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:HP	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		440		obmerged:GAZ	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:OPL	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:APOLLO_SV	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		3		obmerged:STATO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:OOSTT	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:UPHENO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:GEO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		5		obmerged:ICO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		1		obmerged:KTAO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://purl.obolibrary.org/obo/RO_0000086		2		obmerged:GENEPIO	
http://purl.obolibrary.org/obo/CORE_0000041	has quality	http://semanticscience.org/resource/SIO_000217		22		obmerged:SIO	
http://purl.obolibrary.org/obo/CORE_0000047	has part	http://purl.obolibrary.org/obo/BFO_0000051		62		obmerged:OMIABIS	
