x,xl
http://purl.obolibrary.org/obo/UBERON_0005879,pharyngeal cleft
http://purl.obolibrary.org/obo/UBERON_0035279,supraclavicular lymph node
http://purl.obolibrary.org/obo/UBERON_0005486,venous dural sinus
http://purl.obolibrary.org/obo/UBERON_0002765,lateral medullary lamina of globus pallidus
http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3
http://purl.obolibrary.org/obo/UBERON_0012074,bony part of hard palate
http://purl.obolibrary.org/obo/UBERON_0015089,distal carpal bone 2 pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0010400,spleen trabecular vein
http://purl.obolibrary.org/obo/UBERON_0006495,osseus cochlear canal
http://purl.obolibrary.org/obo/UBERON_0010519,tail electric organ
http://purl.obolibrary.org/obo/UBERON_0016579,lamina VIII of gray matter of spinal cord
http://purl.obolibrary.org/obo/UBERON_0004153,ventricular septum intermedium
http://purl.obolibrary.org/obo/UBERON_0006378,strand of vibrissa hair
http://purl.obolibrary.org/obo/UBERON_0005119,metanephric glomerular mesangium
http://purl.obolibrary.org/obo/UBERON_0010036,anterior tegmental nucleus
http://purl.obolibrary.org/obo/UBERON_0003495,respiratory system arteriole
http://purl.obolibrary.org/obo/UBERON_0002368,endocrine gland
http://purl.obolibrary.org/obo/UBERON_0010900,tarsometatarsus cartilage element
http://purl.obolibrary.org/obo/UBERON_0002162,area postrema
http://purl.obolibrary.org/obo/UBERON_0006788,middle gray layer of superior colliculus
http://purl.obolibrary.org/obo/UBERON_0014489,middle phalanx of digit 3
http://purl.obolibrary.org/obo/UBERON_2005378,dorsal fin distal radial bone 7
http://purl.obolibrary.org/obo/UBERON_0035940,central medullary reticular nuclear complex
http://purl.obolibrary.org/obo/CL_0000748,retinal bipolar neuron
http://purl.obolibrary.org/obo/CL_0001061,abnormal cell
http://purl.obolibrary.org/obo/UBERON_2000475,paraventricular organ
http://purl.obolibrary.org/obo/UBERON_0016832,paratrigeminal nucleus
http://purl.obolibrary.org/obo/UBERON_0013244,vaginal plate
http://purl.obolibrary.org/obo/UBERON_0000429,enteric plexus
http://purl.obolibrary.org/obo/UBERON_2001819,dorsal fin proximal radial bone 2
http://purl.obolibrary.org/obo/UBERON_0004980,mucosa of ureter
http://purl.obolibrary.org/obo/UBERON_0004849,respiratory system venous endothelium
http://purl.obolibrary.org/obo/UBERON_0001512,skin of ankle
http://purl.obolibrary.org/obo/UBERON_0002252,splenius
http://purl.obolibrary.org/obo/UBERON_0001325,muscle of pelvis
http://purl.obolibrary.org/obo/UBERON_0009141,craniocervical region vein
http://purl.obolibrary.org/obo/UBERON_0003604,trachea cartilage
http://purl.obolibrary.org/obo/UBERON_0012113,bolus of food
http://purl.obolibrary.org/obo/UBERON_0001992,papillary layer of dermis
http://purl.obolibrary.org/obo/UBERON_5011982,manual digit 7 plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0000983,metatarsus region
http://purl.obolibrary.org/obo/UBERON_0000002,uterine cervix
http://purl.obolibrary.org/obo/UBERON_0001239,muscularis mucosae of large intestine
http://purl.obolibrary.org/obo/UBERON_0003596,ankle connective tissue
http://purl.obolibrary.org/obo/UBERON_3010058,dermal annular fold
http://purl.obolibrary.org/obo/UBERON_0014374,embryoid body
http://purl.obolibrary.org/obo/UBERON_0012476,skeleton of pelvic complex
http://purl.obolibrary.org/obo/UBERON_0008818,superior mediastinum
http://purl.obolibrary.org/obo/UBERON_0003684,abdominal cavity
http://purl.obolibrary.org/obo/UBERON_0002113,kidney
http://purl.obolibrary.org/obo/UBERON_0012083,lumen of primary bronchus
http://purl.obolibrary.org/obo/UBERON_0022336,entorhinal cortex layer 1
http://purl.obolibrary.org/obo/UBERON_0000482,basal lamina of epithelium
http://purl.obolibrary.org/obo/UBERON_0011924,postganglionic autonomic fiber
http://purl.obolibrary.org/obo/UBERON_0011737,caudate lobe hepatic sinusoid
http://purl.obolibrary.org/obo/UBERON_0005478,sulcus limitans of neural tube
http://purl.obolibrary.org/obo/UBERON_0029009,granular cell layer of dorsal cochlear nucleus
http://purl.obolibrary.org/obo/UBERON_0005216,optic eminence surface ectoderm
http://purl.obolibrary.org/obo/UBERON_0008196,muscle of pectoral girdle
http://purl.obolibrary.org/obo/UBERON_0008781,blastodisc derived epiblast
http://purl.obolibrary.org/obo/UBERON_0006035,interdigital region between manual digits 4 and 5
http://purl.obolibrary.org/obo/UBERON_0009635,parachordal cartilage
http://purl.obolibrary.org/obo/UBERON_5002544,digit plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0005795,embryonic uterus
http://purl.obolibrary.org/obo/CP_0000025,lobed nucleus
http://purl.obolibrary.org/obo/CL_0000480,secretin stimulating hormone secreting cell
http://purl.obolibrary.org/obo/UBERON_0003038,thoracic spinal cord
http://purl.obolibrary.org/obo/UBERON_0004550,gastroesophageal sphincter
http://purl.obolibrary.org/obo/UBERON_0013523,lateral vaginal canal
http://purl.obolibrary.org/obo/UBERON_0001671,temporal vein
http://purl.obolibrary.org/obo/UBERON_3011040,first pancreatic bud
http://purl.obolibrary.org/obo/UBERON_0001268,peritoneal fluid
http://purl.obolibrary.org/obo/UBERON_0000977,pleura
http://purl.obolibrary.org/obo/UBERON_0014459,temporal fenestra
http://purl.obolibrary.org/obo/UBERON_0005181,thoracic segment organ
http://purl.obolibrary.org/obo/UBERON_0002460,vesical vein
http://purl.obolibrary.org/obo/UBERON_0015872,mandibular lymph node
http://purl.obolibrary.org/obo/UBERON_0003611,respiratory system elastic tissue
http://purl.obolibrary.org/obo/UBERON_0006294,stapes pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0009970,epithelium of pancreatic duct
http://purl.obolibrary.org/obo/UBERON_5006051,digit 4 plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0036301,vasculature of spleen
http://purl.obolibrary.org/obo/UBERON_3010829,sulcus intermedius
http://purl.obolibrary.org/obo/UBERON_0008778,epaxial musculature
http://purl.obolibrary.org/obo/UBERON_0008820,anterior mediastinum
http://purl.obolibrary.org/obo/UBERON_0009210,pharyngeal membrane
http://purl.obolibrary.org/obo/UBERON_0012140,digitopodium region
http://purl.obolibrary.org/obo/UBERON_0011933,vibrissa unit
http://purl.obolibrary.org/obo/UBERON_0005487,vitelline vein
http://purl.obolibrary.org/obo/UBERON_0004734,gastrula
http://purl.obolibrary.org/obo/UBERON_3000859,foramen perforans carpi
http://purl.obolibrary.org/obo/UBERON_2005226,median fin proximal radial bone
http://purl.obolibrary.org/obo/UBERON_3010792,musculus rectus abdominis profundus
http://purl.obolibrary.org/obo/UBERON_0004154,atrial septum primum
http://purl.obolibrary.org/obo/UBERON_0010302,amnioserosa
http://purl.obolibrary.org/obo/UBERON_0008586,tensor veli palatini
http://purl.obolibrary.org/obo/UBERON_0002867,central gray substance of medulla
http://purl.obolibrary.org/obo/UBERON_2001415,pelvic fin distal radial bone 2
http://purl.obolibrary.org/obo/UBERON_0005178,thoracic cavity element
http://purl.obolibrary.org/obo/UBERON_0006789,deep gray layer of superior colliculus
http://purl.obolibrary.org/obo/UBERON_2005379,dorsal fin distal radial bone 8
http://purl.obolibrary.org/obo/UBERON_0035941,Kimura membrane
http://purl.obolibrary.org/obo/UBERON_0004326,middle phalanx of pedal digit 4
http://purl.obolibrary.org/obo/UBERON_0001648,vestibulocochlear nerve
http://purl.obolibrary.org/obo/UBERON_5006048,digit 1 plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0010304,non-keratinized stratified squamous epithelium
http://purl.obolibrary.org/obo/CL_1000323,pyloric gastric gland goblet cell
http://purl.obolibrary.org/obo/UBERON_0008817,thymus primordium endoderm
http://purl.obolibrary.org/obo/UBERON_0003517,kidney blood vessel
http://purl.obolibrary.org/obo/UBERON_0035341,posterior lobe of prostate
http://purl.obolibrary.org/obo/UBERON_0006264,mouth-foregut junction
http://purl.obolibrary.org/obo/UBERON_0010901,tarsometatarsus pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_5011983,manual digit 8 plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0011343,medial surface of mandible
http://purl.obolibrary.org/obo/UBERON_0001993,reticular layer of dermis
http://purl.obolibrary.org/obo/CL_0000047,neuronal stem cell
http://purl.obolibrary.org/obo/UBERON_0010384,lumen of laryngopharynx
http://purl.obolibrary.org/obo/CL_0001062,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
http://purl.obolibrary.org/obo/UBERON_0006639,crus of penis
http://purl.obolibrary.org/obo/UBERON_0003862,pedal digit 4 phalanx
http://purl.obolibrary.org/obo/UBERON_0009775,lateral medullary reticular complex
http://purl.obolibrary.org/obo/UBERON_0003597,manual digit connective tissue
http://purl.obolibrary.org/obo/UBERON_0000125,neural nucleus
http://purl.obolibrary.org/obo/UBERON_0008819,inferior mediastinum
http://purl.obolibrary.org/obo/UBERON_0011893,endoneurial fluid
http://purl.obolibrary.org/obo/UBERON_0003498,heart blood vessel
http://purl.obolibrary.org/obo/UBERON_0010092,future metencephalon
http://purl.obolibrary.org/obo/UBERON_0014463,cardiac ganglion
http://purl.obolibrary.org/obo/UBERON_0005151,metanephric proximal tubule
http://purl.obolibrary.org/obo/UBERON_0011738,quadrate lobe hepatic sinusoid
http://purl.obolibrary.org/obo/UBERON_3010500,gastrico-linealis
http://purl.obolibrary.org/obo/UBERON_0012114,cud
http://purl.obolibrary.org/obo/UBERON_0008870,pulmonary alveolar parenchyma
http://purl.obolibrary.org/obo/UBERON_0005625,tubotympanic recess lumen
http://purl.obolibrary.org/obo/UBERON_0002682,abducens nucleus
http://purl.obolibrary.org/obo/UBERON_0001578,orbicularis oculi muscle
http://purl.obolibrary.org/obo/UBERON_0004706,bulbus cordis
http://purl.obolibrary.org/obo/UBERON_0007831,pectoral girdle skeleton
http://purl.obolibrary.org/obo/UBERON_0000003,naris
http://purl.obolibrary.org/obo/UBERON_0009636,prechordal cartilage
http://purl.obolibrary.org/obo/UBERON_0014540,white matter lamina of cerebellum
http://purl.obolibrary.org/obo/UBERON_0010745,sacral vertebra cartilage element
http://purl.obolibrary.org/obo/UBERON_0004452,carpal region
http://purl.obolibrary.org/obo/UBERON_0013524,median vaginal canal
http://purl.obolibrary.org/obo/UBERON_0012084,lumen of secondary bronchus
http://purl.obolibrary.org/obo/UBERON_0006692,vertebral canal
http://purl.obolibrary.org/obo/UBERON_0000483,epithelium
http://purl.obolibrary.org/obo/UBERON_0005129,metanephric distal tubule
http://purl.obolibrary.org/obo/UBERON_0009913,renal lobe
http://purl.obolibrary.org/obo/UBERON_0004786,gastrointestinal system mucosa
http://purl.obolibrary.org/obo/UBERON_0012450,Meissner's corpuscle
http://purl.obolibrary.org/obo/UBERON_0013615,koniocellular layer of dorsal nucleus of lateral geniculate body
http://purl.obolibrary.org/obo/UBERON_0015480,proper hepatic artery
http://purl.obolibrary.org/obo/UBERON_0007735,metacarpophalangeal joint of manual digit 1
http://purl.obolibrary.org/obo/UBERON_0015094,distal carpal bone 4 cartilage
http://purl.obolibrary.org/obo/UBERON_0003039,anterior commissure anterior part
http://purl.obolibrary.org/obo/UBERON_0007823,appendage girdle region
http://purl.obolibrary.org/obo/UBERON_5006052,digit 5 plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0012141,manual digitopodium region
http://purl.obolibrary.org/obo/UBERON_0003694,atlanto-axial joint
http://purl.obolibrary.org/obo/UBERON_0001745,secondary nodular lymphoid tissue
http://purl.obolibrary.org/obo/UBERON_0002007,medulla of lymph node
http://purl.obolibrary.org/obo/UBERON_0001621,coronary artery
http://purl.obolibrary.org/obo/UBERON_0005740,tunica intima of artery
http://purl.obolibrary.org/obo/UBERON_0004155,atrial septum secundum
http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system
http://purl.obolibrary.org/obo/UBERON_0004243,prostate gland smooth muscle
http://purl.obolibrary.org/obo/UBERON_0006689,frenulum of tongue
http://purl.obolibrary.org/obo/UBERON_0010038,fundic gastric gland
http://purl.obolibrary.org/obo/UBERON_0002458,spinal artery
http://purl.obolibrary.org/obo/UBERON_0000100,blastopore
http://purl.obolibrary.org/obo/UBERON_2001416,pelvic fin distal radial bone 3
http://purl.obolibrary.org/obo/UBERON_0001242,intestinal mucosa
http://purl.obolibrary.org/obo/UBERON_2000389,medial funicular nucleus medulla oblongata
http://purl.obolibrary.org/obo/UBERON_0008821,middle mediastinum
http://purl.obolibrary.org/obo/UBERON_0005296,ovary sex cord
http://purl.obolibrary.org/obo/UBERON_4000173,pelvic fin lepidotrichium
http://purl.obolibrary.org/obo/UBERON_0002009,pulmonary nerve plexus
http://purl.obolibrary.org/obo/UBERON_0004356,apical ectodermal ridge
http://purl.obolibrary.org/obo/UBERON_0010305,subdivision of conjunctiva
http://purl.obolibrary.org/obo/UBERON_0006497,interosseous muscle of pes
http://purl.obolibrary.org/obo/CL_1000324,duodenal goblet cell
http://purl.obolibrary.org/obo/UBERON_0010128,future pterygopalatine ganglion
http://purl.obolibrary.org/obo/UBERON_0006643,tunica albuginea of testis
http://purl.obolibrary.org/obo/UBERON_0015021,forelimb endochondral element
http://purl.obolibrary.org/obo/UBERON_3010080,snout protuberances
http://purl.obolibrary.org/obo/UBERON_0008840,plantar pad
http://purl.obolibrary.org/obo/UBERON_0005953,outflow part of right ventricle
http://purl.obolibrary.org/obo/UBERON_0012481,cloacal epithelium
http://purl.obolibrary.org/obo/UBERON_0010011,collection of basal ganglia
http://purl.obolibrary.org/obo/UBERON_0010902,tibiotarsus cartilage element
http://purl.obolibrary.org/obo/UBERON_5011984,pedal digit 6 plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0000985,axillary vein
http://purl.obolibrary.org/obo/UBERON_0006761,corneo-scleral junction
http://purl.obolibrary.org/obo/UBERON_0006574,pectinate line
http://purl.obolibrary.org/obo/UBERON_0009776,intermediate reticular formation
http://purl.obolibrary.org/obo/UBERON_0003598,manus connective tissue
http://purl.obolibrary.org/obo/UBERON_0003863,pedal digit 5 phalanx
http://purl.obolibrary.org/obo/UBERON_0001329,prostate gland anterior lobe
http://purl.obolibrary.org/obo/UBERON_0003499,brain blood vessel
http://purl.obolibrary.org/obo/UBERON_0003470,artery of upper lip
http://purl.obolibrary.org/obo/UBERON_0005064,left ventricular trabecular myocardium
http://purl.obolibrary.org/obo/UBERON_4200151,toe disc
http://purl.obolibrary.org/obo/UBERON_0004300,distal phalanx
http://purl.obolibrary.org/obo/UBERON_0007280,presumptive endocardium
http://purl.obolibrary.org/obo/UBERON_0011344,lateral surface of mandible
http://purl.obolibrary.org/obo/UBERON_0007744,metacarpophalangeal joint of manual digit 4
http://purl.obolibrary.org/obo/UBERON_0000315,subarachnoid space
http://purl.obolibrary.org/obo/UBERON_0001579,olfactory nerve
http://purl.obolibrary.org/obo/CP_0000027,acidophilic cytoplasm
http://purl.obolibrary.org/obo/UBERON_0007832,pelvic girdle skeleton
http://purl.obolibrary.org/obo/UBERON_6003627,protocerebrum
http://purl.obolibrary.org/obo/UBERON_0009548,hepatic sinusoid of left of lobe of liver
http://purl.obolibrary.org/obo/UBERON_0004453,metacarpus region
http://purl.obolibrary.org/obo/UBERON_0014376,thenar muscle
http://purl.obolibrary.org/obo/UBERON_0013525,stomach lumen
http://purl.obolibrary.org/obo/UBERON_0004861,right lung alveolus
http://purl.obolibrary.org/obo/UBERON_0012085,lumen of tertiary bronchus
http://purl.obolibrary.org/obo/UBERON_0014277,piriform cortex layer 1
http://purl.obolibrary.org/obo/UBERON_0010209,plica semilunaris of conjunctiva
http://purl.obolibrary.org/obo/UBERON_0036072,respiratory primordium epithelium
http://purl.obolibrary.org/obo/UBERON_0000091,bilaminar disc
http://purl.obolibrary.org/obo/UBERON_0034673,amygdalohippocampal area
http://purl.obolibrary.org/obo/UBERON_0002838,first cervical dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0010675,manual digit 1 phalanx cartilage element
http://purl.obolibrary.org/obo/UBERON_5106051,digit 4 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0008198,nail plate
http://purl.obolibrary.org/obo/UBERON_0012286,hemisphere of embryo
http://purl.obolibrary.org/obo/UBERON_0003613,cardiovascular system elastic tissue
http://purl.obolibrary.org/obo/UBERON_0015481,left hepatic artery
http://purl.obolibrary.org/obo/UBERON_0011287,rostral organ
http://purl.obolibrary.org/obo/UBERON_0011375,skin of prepuce of clitoris
http://purl.obolibrary.org/obo/UBERON_0008897,fin
http://purl.obolibrary.org/obo/UBERON_2001172,roofing cartilage
http://purl.obolibrary.org/obo/UBERON_0010130,embryonic autopod plate
http://purl.obolibrary.org/obo/UBERON_0013490,deep cervical fascia
http://purl.obolibrary.org/obo/UBERON_0018529,female inguinal ring
http://purl.obolibrary.org/obo/UBERON_0009610,forebrain neural plate
http://purl.obolibrary.org/obo/UBERON_0012142,pedal digitopodium region
http://purl.obolibrary.org/obo/UBERON_0009914,renal lobule
http://purl.obolibrary.org/obo/UBERON_0004666,interventricular septum membranous part
http://purl.obolibrary.org/obo/UBERON_0010677,manual digit 3 phalanx cartilage element
http://purl.obolibrary.org/obo/UBERON_0034710,spinal cord ventricular layer
http://purl.obolibrary.org/obo/UBERON_0003527,kidney capillary
http://purl.obolibrary.org/obo/UBERON_2002026,pectoral fin proximal radial bone 1
http://purl.obolibrary.org/obo/UBERON_0003421,mesenchyme of vomeronasal organ
http://purl.obolibrary.org/obo/UBERON_2000294,torus lateralis
http://purl.obolibrary.org/obo/UBERON_0009692,lumen of pharyngotympanic tube
http://purl.obolibrary.org/obo/UBERON_0007809,fascia of Camper
http://purl.obolibrary.org/obo/UBERON_6005413,anlage in statu nascendi
http://purl.obolibrary.org/obo/UBERON_0009972,ureteropelvic junction
http://purl.obolibrary.org/obo/UBERON_0001437,epiphysis
http://purl.obolibrary.org/obo/UBERON_0008822,posterior mediastinum
http://purl.obolibrary.org/obo/UBERON_0003695,metacarpophalangeal joint
http://purl.obolibrary.org/obo/UBERON_0001331,skin of penis
http://purl.obolibrary.org/obo/UBERON_4000174,caudal fin lepidotrichium
http://purl.obolibrary.org/obo/UBERON_3010081,interorbital fold
http://purl.obolibrary.org/obo/CL_1001585,appendix glandular cell
http://purl.obolibrary.org/obo/UBERON_0002840,third cervical dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0006644,tunica albuginea of ovary
http://purl.obolibrary.org/obo/UBERON_0034714,epiphyseal tract
http://purl.obolibrary.org/obo/UBERON_0015022,hindlimb endochondral element
http://purl.obolibrary.org/obo/UBERON_0010903,tibiotarsus pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_2001417,pelvic fin distal radial bone 1
http://purl.obolibrary.org/obo/UBERON_0003729,mouth mucosa
http://purl.obolibrary.org/obo/UBERON_0013647,lateral pterygoid nerve
http://purl.obolibrary.org/obo/UBERON_0005297,testis sex cord
http://purl.obolibrary.org/obo/UBERON_0013159,epithalamus mantle layer
http://purl.obolibrary.org/obo/UBERON_0008291,down feather
http://purl.obolibrary.org/obo/UBERON_0000127,facial nucleus
http://purl.obolibrary.org/obo/UBERON_0012428,proximal convoluted tubule brush border
http://purl.obolibrary.org/obo/CL_1000325,jejunal goblet cell
http://purl.obolibrary.org/obo/UBERON_0004148,cardiac vein
http://purl.obolibrary.org/obo/UBERON_0005065,right ventricular compact myocardium
http://purl.obolibrary.org/obo/UBERON_0036177,nucleus recessus
http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx
http://purl.obolibrary.org/obo/UBERON_0007281,presumptive midbrain hindbrain boundary
http://purl.obolibrary.org/obo/UBERON_0002993,inferior central nucleus
http://purl.obolibrary.org/obo/CP_0000028,basophilic cytoplasm
http://purl.obolibrary.org/obo/UBERON_0012086,lumen of parabronchus
http://purl.obolibrary.org/obo/UBERON_0003471,artery of lower lip
http://purl.obolibrary.org/obo/UBERON_0014377,hypothenar muscle
http://purl.obolibrary.org/obo/UBERON_0004862,left lung alveolus
http://purl.obolibrary.org/obo/UBERON_0006907,slow muscle tissue
http://purl.obolibrary.org/obo/UBERON_0035204,occipital lymph node
http://purl.obolibrary.org/obo/UBERON_0018299,mandibular symphyseal tooth
http://purl.obolibrary.org/obo/UBERON_0006038,interdigital region between pedal digits 1 and 2
http://purl.obolibrary.org/obo/UBERON_0001130,vertebral column
http://purl.obolibrary.org/obo/UBERON_0002839,second cervical dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0010676,manual digit 2 phalanx cartilage element
http://purl.obolibrary.org/obo/UBERON_0012199,posterior intercostal vein
http://purl.obolibrary.org/obo/UBERON_0015875,heel
http://purl.obolibrary.org/obo/UBERON_0012358,manual digitopodium bone
http://purl.obolibrary.org/obo/UBERON_0012287,Rathkes pouch epithelium
http://purl.obolibrary.org/obo/UBERON_2000239,mesocoracoid bone
http://purl.obolibrary.org/obo/UBERON_0015482,right hepatic artery
http://purl.obolibrary.org/obo/UBERON_0004553,forelimb digital artery
http://purl.obolibrary.org/obo/UBERON_0035595,accessory optic tract
http://purl.obolibrary.org/obo/UBERON_0004641,spleen capsule
http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region
http://purl.obolibrary.org/obo/UBERON_0015079,proximal carpal cartilage
http://purl.obolibrary.org/obo/UBERON_0011774,utriculosaccular duct
http://purl.obolibrary.org/obo/UBERON_0011597,bone of upper jaw
http://purl.obolibrary.org/obo/UBERON_0009611,midbrain neural plate
http://purl.obolibrary.org/obo/UBERON_0006305,tunica vasculosa lentis
http://purl.obolibrary.org/obo/UBERON_0006713,foramen cecum of frontal bone
http://purl.obolibrary.org/obo/UBERON_0001747,parenchyma of thyroid gland
http://purl.obolibrary.org/obo/UBERON_0001348,brown adipose tissue
http://purl.obolibrary.org/obo/UBERON_2002027,pectoral fin proximal radial bone 2
http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus
http://purl.obolibrary.org/obo/UBERON_0003422,mesenchyme of umbilical cord
http://purl.obolibrary.org/obo/UBERON_0010678,manual digit 4 phalanx cartilage element
http://purl.obolibrary.org/obo/CL_0005026,hepatoblast
http://purl.obolibrary.org/obo/UBERON_5106052,digit 5 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0015173,helicine branch of uterine artery
http://purl.obolibrary.org/obo/UBERON_0034910,medial pretectal nucleus
http://purl.obolibrary.org/obo/UBERON_0003616,bronchus elastic tissue
http://purl.obolibrary.org/obo/UBERON_5112137,pedal digit 7 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_6007280,embryonic/larval head sense organ
http://purl.obolibrary.org/obo/CL_0001034,cell in vitro
http://purl.obolibrary.org/obo/UBERON_0008823,neural tube derived brain
http://purl.obolibrary.org/obo/UBERON_0007157,superior thyroid vein
http://purl.obolibrary.org/obo/UBERON_0001332,prepuce of penis
http://purl.obolibrary.org/obo/UBERON_2002029,pectoral fin proximal radial bone 4
http://purl.obolibrary.org/obo/UBERON_0002409,pericardial fluid
http://purl.obolibrary.org/obo/UBERON_0001438,metaphysis
http://purl.obolibrary.org/obo/UBERON_0018226,pulmonary part of lymphatic system
http://purl.obolibrary.org/obo/UBERON_0035142,preputial space of male
http://purl.obolibrary.org/obo/UBERON_0006960,ovary stroma
http://purl.obolibrary.org/obo/UBERON_0006270,optic pit
http://purl.obolibrary.org/obo/UBERON_0014794,pectoral appendage muscle
http://purl.obolibrary.org/obo/UBERON_0018314,choanal groove
http://purl.obolibrary.org/obo/UBERON_0004667,interventricular septum muscular part
http://purl.obolibrary.org/obo/UBERON_0003696,metatarsophalangeal joint
http://purl.obolibrary.org/obo/UBERON_0004053,external male genitalia
http://purl.obolibrary.org/obo/UBERON_0012401,small intestine smooth muscle circular layer
http://purl.obolibrary.org/obo/UBERON_0011936,vibrissa hair bulb
http://purl.obolibrary.org/obo/UBERON_0012302,male membranous urethra
http://purl.obolibrary.org/obo/UBERON_0000414,mucous gland
http://purl.obolibrary.org/obo/UBERON_2001804,olfactory nerve foramen
http://purl.obolibrary.org/obo/UBERON_0017180,hemipenis keratinized epithelium
http://purl.obolibrary.org/obo/UBERON_0034715,pineal tract
http://purl.obolibrary.org/obo/UBERON_0004710,pectoral appendage
http://purl.obolibrary.org/obo/UBERON_0004130,cerebellar layer
http://purl.obolibrary.org/obo/UBERON_0007106,chorionic villus
http://purl.obolibrary.org/obo/UBERON_0013648,masseteric artery
http://purl.obolibrary.org/obo/UBERON_4000175,pectoral fin lepidotrichium
http://purl.obolibrary.org/obo/CL_1001586,mammary gland glandular cell
http://purl.obolibrary.org/obo/UBERON_0001804,capsule of lens
http://purl.obolibrary.org/obo/UBERON_0002841,fourth cervical dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0003581,eyelid connective tissue
http://purl.obolibrary.org/obo/CL_1000326,ileal goblet cell
http://purl.obolibrary.org/obo/UBERON_0002742,lamina of septum pellucidum
http://purl.obolibrary.org/obo/CL_0002094,interstitial cell of ovary
http://purl.obolibrary.org/obo/UBERON_0010299,scleral mesenchyme
http://purl.obolibrary.org/obo/UBERON_0000941,cranial nerve II
http://purl.obolibrary.org/obo/UBERON_0015212,lateral structure
http://purl.obolibrary.org/obo/UBERON_0009778,pleural sac
http://purl.obolibrary.org/obo/UBERON_0018281,lower deciduous premolar 5
http://purl.obolibrary.org/obo/UBERON_0004775,outer renal medulla vasa recta
http://purl.obolibrary.org/obo/UBERON_0010680,pedal digit 1 phalanx cartilage element
http://purl.obolibrary.org/obo/UBERON_0005719,footplate apical ectodermal ridge
http://purl.obolibrary.org/obo/UBERON_0015791,digit connective tissue
http://purl.obolibrary.org/obo/UBERON_3000999,dorsal pouch
http://purl.obolibrary.org/obo/UBERON_0005066,right ventricular trabecular myocardium
http://purl.obolibrary.org/obo/UBERON_0013133,superior phrenic artery
http://purl.obolibrary.org/obo/UBERON_2000512,facial lobe
http://purl.obolibrary.org/obo/UBERON_0007161,medial arcuate ligament
http://purl.obolibrary.org/obo/UBERON_0006190,mesonephric distal tubule
http://purl.obolibrary.org/obo/UBERON_0035116,diastema between upper central incisors
http://purl.obolibrary.org/obo/CL_0010000,keratinized cell of hair follicle
http://purl.obolibrary.org/obo/UBERON_0001131,vertebral foramen
http://purl.obolibrary.org/obo/UBERON_0034984,nerve to quadratus femoris
http://purl.obolibrary.org/obo/UBERON_0001440,forelimb skeleton
http://purl.obolibrary.org/obo/UBERON_0012359,pedal digitopodium bone
http://purl.obolibrary.org/obo/UBERON_0011775,vagus nerve nucleus
http://purl.obolibrary.org/obo/UBERON_0013191,ovarian cortex
http://purl.obolibrary.org/obo/CL_0002195,hepatic stem cell
http://purl.obolibrary.org/obo/UBERON_0004367,Descemet's membrane
http://purl.obolibrary.org/obo/UBERON_0010748,lymph node follicle
http://purl.obolibrary.org/obo/UBERON_0004455,neurula embryo
http://purl.obolibrary.org/obo/UBERON_0006908,fast muscle tissue
http://purl.obolibrary.org/obo/CL_1001595,rectum glandular cell
http://purl.obolibrary.org/obo/UBERON_0009916,wall of ureter
http://purl.obolibrary.org/obo/UBERON_0010679,manual digit 5 phalanx cartilage element
http://purl.obolibrary.org/obo/UBERON_0001748,capsule of parathyroid gland
http://purl.obolibrary.org/obo/UBERON_0009523,mesenchyme of handplate
http://purl.obolibrary.org/obo/UBERON_3010190,tibial protuberances
http://purl.obolibrary.org/obo/UBERON_0006615,venous sinus
http://purl.obolibrary.org/obo/UBERON_0003529,respiratory system lymphatic vessel endothelium
http://purl.obolibrary.org/obo/UBERON_2002028,pectoral fin proximal radial bone 3
http://purl.obolibrary.org/obo/UBERON_0006222,future diencephalon
http://purl.obolibrary.org/obo/UBERON_0003617,trachea elastic tissue
http://purl.obolibrary.org/obo/UBERON_5112138,pedal digit 8 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_5012260,alular digit plus metapodial segment
