x,xl
http://purl.obolibrary.org/obo/GO_0002454,peripheral B cell deletion
http://purl.obolibrary.org/obo/GO_0034462,small-subunit processome assembly
http://purl.obolibrary.org/obo/GO_0044075,modulation by symbiont of host vacuole organization
http://purl.obolibrary.org/obo/GO_0042950,salicin transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0008637,apoptotic mitochondrial changes
http://purl.obolibrary.org/obo/GO_1990877,Lst4-Lst7 complex
http://purl.obolibrary.org/obo/GO_0086056,voltage-gated calcium channel activity involved in AV node cell action potential
http://purl.obolibrary.org/obo/GO_0017080,sodium channel regulator activity
http://purl.obolibrary.org/obo/GO_0060011,Sertoli cell proliferation
http://purl.obolibrary.org/obo/GO_0005575,cellular_component
http://purl.obolibrary.org/obo/GO_0009358,polyphosphate kinase complex
http://purl.obolibrary.org/obo/GO_0072299,negative regulation of metanephric glomerulus development
http://purl.obolibrary.org/obo/GO_0071933,Arp2/3 complex binding
http://purl.obolibrary.org/obo/GO_0015114,phosphate ion transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0036259,aerobic raffinose catabolic process
http://purl.obolibrary.org/obo/GO_0106176,clathrin-coated endocytic vesicle lumen
http://purl.obolibrary.org/obo/GO_0043485,endosome to pigment granule transport
http://purl.obolibrary.org/obo/GO_0051898,negative regulation of protein kinase B signaling
http://purl.obolibrary.org/obo/GO_0003309,type B pancreatic cell differentiation
http://purl.obolibrary.org/obo/GO_1990205,taurine dioxygenase complex
http://purl.obolibrary.org/obo/GO_0033514,L-lysine catabolic process to acetyl-CoA via L-pipecolate
http://purl.obolibrary.org/obo/GO_0005354,galactose transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0060328,cytoplasmic actin-based contraction involved in forward cell motility
http://purl.obolibrary.org/obo/GO_0060504,positive regulation of epithelial cell proliferation involved in lung bud dilation
http://purl.obolibrary.org/obo/GO_0097345,mitochondrial outer membrane permeabilization
http://purl.obolibrary.org/obo/GO_1903719,regulation of I-kappaB phosphorylation
http://purl.obolibrary.org/obo/GO_0070142,synaptic vesicle budding
http://purl.obolibrary.org/obo/GO_0045314,regulation of compound eye photoreceptor development
http://purl.obolibrary.org/obo/GO_0086087,voltage-gated potassium channel activity involved in bundle of His cell action potential repolarization
http://purl.obolibrary.org/obo/GO_0038193,thromboxane A2 signaling pathway
http://purl.obolibrary.org/obo/GO_0022025,leukemia inhibitory factor signaling pathway involved in forebrain neuron fate commitment
http://purl.obolibrary.org/obo/GO_0019559,histidine catabolic process to imidazol-5-yl-lactate
http://purl.obolibrary.org/obo/GO_0072398,signal transduction involved in cytokinesis checkpoint
http://purl.obolibrary.org/obo/GO_0090197,positive regulation of chemokine secretion
http://purl.obolibrary.org/obo/GO_1905139,apical ectodermal ridge formation
http://purl.obolibrary.org/obo/GO_0003371,establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration
http://purl.obolibrary.org/obo/GO_1900352,negative regulation of methanofuran biosynthetic process
http://purl.obolibrary.org/obo/GO_0005960,glycine cleavage complex
http://purl.obolibrary.org/obo/GO_0042951,arbutin transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0120084,endothelial tip cell filopodium assembly
http://purl.obolibrary.org/obo/GO_0032042,mitochondrial DNA metabolic process
http://purl.obolibrary.org/obo/GO_1990080,2-phenylethylamine receptor activity
http://purl.obolibrary.org/obo/GO_0035507,regulation of myosin-light-chain-phosphatase activity
http://purl.obolibrary.org/obo/GO_0009359,type II site-specific deoxyribonuclease complex
http://purl.obolibrary.org/obo/GO_0017081,chloride channel regulator activity
http://purl.obolibrary.org/obo/GO_0015271,outward rectifier potassium channel activity
http://purl.obolibrary.org/obo/GO_0071553,G protein-coupled pyrimidinergic nucleotide receptor activity
http://purl.obolibrary.org/obo/GO_0048488,synaptic vesicle endocytosis
http://purl.obolibrary.org/obo/GO_0015115,silicate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0044817,hydrogen generation via biophotolysis
http://purl.obolibrary.org/obo/GO_0002180,5-lipoxygenase complex
http://purl.obolibrary.org/obo/GO_0039636,suppression by virus of host cell wall biogenesis
http://purl.obolibrary.org/obo/GO_1990019,protein storage vacuole organization
http://purl.obolibrary.org/obo/GO_0005355,glucose transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0086057,voltage-gated calcium channel activity involved in bundle of His cell action potential
http://purl.obolibrary.org/obo/GO_0097084,vascular smooth muscle cell development
http://purl.obolibrary.org/obo/GO_0033515,L-lysine catabolic process using lysine 6-aminotransferase
http://purl.obolibrary.org/obo/GO_0060390,regulation of SMAD protein signal transduction
http://purl.obolibrary.org/obo/GO_0035197,siRNA binding
http://purl.obolibrary.org/obo/GO_0033288,ATPase-coupled hydroxyectoine transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0060329,cytoplasmic actin-based contraction involved in rearward cell motility
http://purl.obolibrary.org/obo/GO_0019325,anaerobic fructose catabolic process
http://purl.obolibrary.org/obo/GO_0086088,voltage-gated potassium channel activity involved in Purkinje myocyte action potential repolarization
http://purl.obolibrary.org/obo/GO_0019254,"carnitine metabolic process, CoA-linked"
http://purl.obolibrary.org/obo/GO_0019640,glucuronate catabolic process to xylulose 5-phosphate
http://purl.obolibrary.org/obo/GO_0038194,thyroid-stimulating hormone signaling pathway
http://purl.obolibrary.org/obo/GO_0015556,C4-dicarboxylate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0090215,regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity
http://purl.obolibrary.org/obo/GO_0022885,bacteriocin transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_1990332,Ire1 complex
http://purl.obolibrary.org/obo/GO_0010007,magnesium chelatase complex
