x,xl
http://purl.obolibrary.org/obo/PATO_0001241,physical object quality
http://purl.obolibrary.org/obo/GO_0008150,biological_process
http://purl.obolibrary.org/obo/CARO_0030000,biological entity
http://purl.obolibrary.org/obo/CARO_0020002,cell cluster
http://purl.obolibrary.org/obo/CARO_0001000,multi-cell-part structure
http://purl.obolibrary.org/obo/CARO_0000011,connected anatomical system
http://purl.obolibrary.org/obo/CARO_0002003,clustered anatomical group
http://purl.obolibrary.org/obo/CARO_0002002,aligned anatomical group
http://purl.obolibrary.org/obo/CARO_0000013,cell
http://purl.obolibrary.org/obo/CARO_0000032,organism subdivision
http://purl.obolibrary.org/obo/CARO_0000042,extraembryonic structure
http://purl.obolibrary.org/obo/CARO_0000055,multi-tissue structure
http://purl.obolibrary.org/obo/CARO_0000014,cell part
http://purl.obolibrary.org/obo/CARO_0020004,organ
http://purl.obolibrary.org/obo/CARO_0001010,organism or virus or viroid
http://purl.obolibrary.org/obo/CARO_0000043,tissue
http://purl.obolibrary.org/obo/CARO_0020001,multi organ part structure
http://purl.obolibrary.org/obo/CHEBI_25367,molecule
